sample_id,process_type,C_pct,H_pct,O_pct,N_pct,S_pct,cellulose_pct,hemicellulose_pct,lignin_pct,ash_pct,temperature_C,pressure_bar,residence_time_h,gasifying_agent,CO_yield_pct,H2_yield_pct,CH4_yield_pct,CO2_yield_pct,LHV_MJ_Nm3,bio_oil_yield_pct,biochar_yield_pct,syngas_yield_pct,hydrochar_yield_pct,HHV_hydrochar_MJ_kg
131,1,29.16,2.98,33.69,1.60,0.40,10.83, 1.88,10.26,29.02, 707.6, 1.3, 2.3,2,17.37,10.75, 9.98, 9.73, 7.12, 1.01, 0.00,*****, 0.00, 0.00
132,1,29.91,2.85,31.55,1.48,0.35,11.96, 1.52,10.52,32.49, 817.9, 2.0, 2.1,3,23.19,16.26, 9.49, 4.10, 8.05, 0.00, 0.00,*****, 2.92, 0.44
133,1,30.20,2.78,30.72,1.71,0.31,12.78, 2.20,11.79,26.74, 886.6, 4.4, 1.8,2,24.21,17.74, 9.89, 3.22, 8.66, 2.62, 2.43,94.95, 1.86, 0.81
134,1,28.92,2.50,33.86,1.77,0.36,12.48, 1.37, 9.61,34.74, 822.5, 3.2, 0.6,2,21.71,13.91, 9.52, 5.04, 7.52, 0.22, 0.15,99.63, 4.58, 0.49
135,1,29.22,2.90,35.00,1.64,0.40,12.22, 1.09,10.34,27.30, 864.8, 4.0, 1.2,1,24.43,14.36,10.61, 6.23, 8.42, 2.13, 0.77,97.09, 0.00, 0.00
136,1,30.75,2.61,30.84,1.60,0.34,10.85, 1.75,11.52,31.86, 727.8, 4.5, 1.5,2,19.98,12.12,10.51, 9.66, 7.49, 0.00, 1.99,99.18, 0.68, 0.00
137,1,29.01,2.58,34.99,1.49,0.38,10.49, 1.11, 9.47,27.71, 831.2, 3.4, 1.0,3,21.73,14.04, 9.59, 6.01, 8.21, 0.00, 0.00,*****, 0.73, 1.12
138,1,28.18,2.87,35.09,1.73,0.35,12.58, 1.27,10.60,25.07, 738.2, 4.1, 2.2,1,16.28, 9.45,11.54, 7.30, 6.93, 2.54, 2.58,94.88, 1.47, 0.00
139,1,29.84,2.95,35.43,1.45,0.32,11.71, 1.60,11.73,27.18, 886.8, 1.8, 1.9,1,22.49,14.51,10.20, 4.01, 8.43, 3.87, 0.48,95.65, 0.00, 0.91
140,1,31.70,2.87,34.99,1.42,0.31,11.20, 1.83, 9.36,30.72, 750.0, 2.9, 1.4,3,16.11,14.05, 9.52, 8.26, 7.04, 1.42, 0.00,99.09, 0.00, 1.81
141,1,30.08,2.51,33.03,1.77,0.38,12.84, 1.39,10.23,34.99, 780.1, 1.3, 2.2,2,19.30,10.88,10.74, 8.77, 7.68, 0.00, 0.00,*****, 0.00, 0.30
142,1,31.53,2.53,31.35,1.78,0.35,11.47, 1.75, 9.92,30.87, 818.5, 2.7, 0.9,3,21.85,17.23, 8.84, 6.30, 8.02, 0.00, 1.47,*****, 0.00, 0.42
143,1,31.72,2.96,32.04,1.41,0.38,10.92, 1.01, 9.80,32.49, 821.3, 4.3, 0.9,2,20.27,15.32,10.98, 3.37, 8.17, 0.00, 0.36,*****, 0.00, 1.19
144,1,31.87,2.78,33.25,1.66,0.38,11.81, 1.18,10.87,34.81, 743.7, 2.2, 0.9,1,18.08, 9.21,11.24, 7.92, 7.70, 2.70, 1.63,95.68, 0.00, 0.00
145,1,31.10,2.99,35.13,1.41,0.32,11.98, 1.20,11.87,34.48, 777.0, 2.6, 1.2,2,23.34,12.21,10.79, 5.58, 7.76, 2.26, 1.30,96.44, 1.06, 1.11
146,1,31.58,2.64,34.42,1.53,0.39,11.50, 2.02, 9.35,28.02, 845.0, 1.8, 2.3,1,21.24,12.31,10.66, 6.03, 8.51, 3.11, 1.76,95.14, 1.40, 0.02
147,1,31.66,2.64,34.19,1.63,0.33,11.35, 1.21, 9.53,30.54, 840.0, 3.3, 0.9,1,20.69,12.97,11.08, 6.71, 8.45, 0.30, 0.00,*****, 0.00, 0.00
148,1,30.46,2.83,30.67,1.80,0.37,10.92, 1.42,11.94,33.16, 847.4, 4.4, 0.6,1,21.11,15.58,12.15, 3.89, 8.38, 2.45, 0.00,98.22, 0.11, 0.00
149,1,31.19,2.92,34.99,1.68,0.35,10.64, 2.46,10.73,31.18, 811.0, 1.8, 0.7,2,20.48,13.24,10.92, 6.60, 7.87, 1.50, 0.00,99.37, 0.00, 0.00
150,1,31.71,2.71,35.56,1.71,0.37,12.20, 2.29,11.88,28.64, 759.4, 1.1, 2.3,2,20.68,12.11,10.46, 9.00, 7.29, 0.00, 1.06,*****, 0.90, 0.45
151,1,30.33,2.67,34.09,1.47,0.34,11.11, 1.04,10.06,28.31, 870.4, 1.9, 2.4,2,23.63,14.83,10.40, 5.59, 8.29, 0.00, 1.70,*****, 1.14, 0.00
152,1,30.87,2.67,33.19,1.55,0.31,11.54, 1.74,11.70,29.16, 850.8, 1.2, 2.4,2,24.66,16.16,10.27, 5.00, 8.42, 0.62, 0.66,98.72, 2.62, 0.04
153,1,28.82,2.92,31.35,1.53,0.33,12.41, 1.35,11.59,32.73, 722.6, 4.3, 2.4,3,19.50,12.22, 9.59, 7.80, 6.79, 0.00, 1.63,*****, 0.00, 0.10
154,1,30.62,2.86,35.58,1.47,0.35,10.16, 2.11,10.83,26.21, 808.5, 3.4, 2.4,2,20.76,13.76,10.56, 6.19, 7.64, 2.73, 0.32,96.94, 0.00, 0.06
155,1,28.52,2.88,31.70,1.60,0.40,12.74, 2.46, 9.86,29.71, 783.7, 2.7, 0.5,1,21.72,11.68,10.93, 6.64, 7.57, 0.00, 0.44,99.86, 2.93, 0.58
156,1,31.54,2.77,31.31,1.48,0.36,10.52, 1.91,10.42,25.31, 842.6, 2.0, 2.3,2,23.07,14.06, 9.94, 4.12, 7.82, 0.00, 0.00,*****, 1.90, 0.00
157,1,30.01,2.87,32.04,1.76,0.35,12.38, 1.58, 9.51,31.42, 775.8, 2.1, 1.9,1,19.95, 9.68,10.52, 8.39, 8.24, 0.94, 0.00,99.70, 0.36, 0.78
158,1,31.57,2.82,33.56,1.80,0.40,10.24, 2.36, 9.90,29.68, 793.8, 3.1, 2.3,1,20.76,13.12,10.98, 7.71, 7.22, 0.00, 0.00,*****, 2.81, 0.60
159,1,28.75,2.71,31.30,1.64,0.38,12.33, 2.05,11.07,31.13, 786.3, 3.6, 0.9,2,18.83,13.62, 9.77, 6.99, 7.63, 1.89, 0.00,99.52, 0.00, 0.00
160,1,28.45,2.63,30.46,1.52,0.38,12.25, 2.24,10.96,31.63, 854.4, 1.0, 1.8,1,24.53,14.92,10.53, 6.85, 8.95, 0.00, 0.82,99.46, 4.97, 1.13
161,1,31.13,2.89,31.70,1.49,0.35,12.83, 2.31, 9.21,30.08, 861.6, 3.5, 1.3,2,23.45,16.40,11.20, 5.42, 8.59, 0.00, 2.90,97.69, 0.00, 0.00
162,1,30.48,2.91,31.88,1.47,0.39,11.36, 1.36,11.01,31.34, 771.7, 3.2, 2.5,3,19.00,13.55, 9.76, 6.86, 7.70, 0.37, 1.06,98.56, 0.00, 0.00
163,1,30.38,2.74,33.82,1.41,0.38,11.21, 1.43, 9.18,30.70, 855.9, 4.5, 0.9,2,22.59,17.18, 9.78, 6.72, 8.26, 0.02, 0.32,99.66, 6.07, 0.00
164,1,30.15,2.65,34.46,1.67,0.35,12.52, 1.85,10.91,26.97, 814.6, 4.7, 0.6,1,21.14,11.53,11.12, 9.48, 7.75, 2.52, 1.18,96.30, 0.84, 0.00
165,1,31.12,2.97,34.42,1.77,0.37,11.68, 1.73,11.60,26.18, 849.0, 3.3, 0.7,3,22.02,16.70,10.09, 5.55, 8.15, 0.00, 0.00,*****, 6.48, 1.38
166,1,29.84,2.64,31.80,1.66,0.31,11.58, 1.97,10.36,29.36, 747.5, 4.1, 1.0,1,20.32, 8.40,11.56, 7.90, 7.19, 0.00, 1.00,*****, 0.00, 0.00
167,1,28.78,2.52,33.99,1.57,0.31,12.39, 1.88,10.47,27.94, 827.6, 1.3, 0.9,2,23.28,15.40, 9.98, 7.64, 7.87, 1.41, 1.28,97.31, 0.00, 1.47
168,1,31.71,2.64,31.57,1.70,0.34,11.78, 2.28,10.24,26.43, 756.8, 4.1, 2.1,3,19.94,12.15,10.46, 5.50, 7.26, 0.33, 0.79,98.88, 0.00, 0.49
169,1,29.99,2.93,32.84,1.50,0.31,11.42, 2.08,11.26,29.20, 729.0, 3.2, 1.9,2,18.96, 9.67,10.68, 6.82, 7.67, 0.46, 2.62,96.92, 1.55, 0.01
170,1,29.58,2.52,31.61,1.68,0.32,11.95, 2.38,11.20,28.44, 841.3, 3.1, 0.9,2,21.49,15.75, 9.78, 4.76, 8.28, 0.55, 0.00,*****, 1.61, 1.02
171,1,29.58,2.78,30.51,1.71,0.38,11.14, 1.22,10.30,30.91, 775.1, 4.3, 2.0,3,20.73,13.13,10.20, 6.78, 7.78, 0.07, 0.00,99.94, 0.08, 0.70
172,1,28.24,2.92,30.73,1.72,0.39,12.61, 2.00,11.88,27.59, 776.9, 2.7, 1.2,3,21.63,14.18,10.01, 6.07, 7.34, 1.22, 0.00,99.83, 0.00, 0.00
173,1,30.57,2.73,35.26,1.71,0.33,10.57, 1.84, 9.42,32.61, 845.4, 3.3, 1.8,3,20.08,16.75, 9.57, 4.51, 8.33, 1.66, 0.74,97.60, 4.42, 1.94
174,1,28.22,2.67,32.74,1.80,0.33,11.35, 1.20,10.66,26.77, 712.2, 2.0, 0.5,2,17.30, 9.85,11.16,10.94, 7.31, 0.32, 0.66,99.02, 0.00, 0.00
175,1,29.82,3.00,31.83,1.77,0.36,12.90, 2.34, 9.90,32.58, 800.9, 1.3, 1.1,2,17.57,12.27,10.02, 5.56, 7.86, 2.21, 1.59,96.20, 0.58, 0.23
176,1,28.35,2.75,30.73,1.46,0.32,12.49, 1.65, 9.78,29.56, 838.1, 4.6, 1.7,1,23.55,13.01,10.56, 5.89, 7.71, 0.00, 0.29,*****, 0.00, 0.00
177,1,30.11,2.97,31.07,1.57,0.37,11.63, 1.90, 9.16,28.55, 726.5, 3.3, 2.5,2,17.93,12.74,10.79, 8.13, 7.09, 0.52, 0.00,*****, 4.59, 0.00
178,1,28.23,2.66,32.29,1.64,0.37,12.85, 1.60, 9.04,25.22, 824.0, 3.3, 2.5,2,21.83,13.72,10.52, 5.96, 8.12, 3.22, 0.00,97.66, 0.00, 0.88
179,1,28.73,2.73,34.69,1.71,0.39,10.84, 1.64,11.20,32.53, 871.4, 3.0, 1.4,3,24.49,15.84, 8.52, 3.63, 7.86, 0.00, 1.00,*****, 1.06, 0.19
180,1,30.90,2.99,34.46,1.63,0.35,10.51, 1.80,11.95,30.38, 752.8, 1.3, 2.5,1,17.25, 9.17,12.15, 6.41, 6.96, 0.00, 1.24,*****, 2.02, 0.00
181,1,31.17,2.85,34.83,1.78,0.36,12.62, 1.53,10.85,34.11, 892.2, 4.7, 0.9,2,21.54,15.77,10.00, 4.11, 8.03, 0.00, 0.00,*****, 0.04, 0.00
182,1,29.21,2.58,32.11,1.78,0.31,11.80, 2.37, 9.45,34.92, 751.6, 2.8, 0.7,3,19.66,11.79, 9.98, 8.72, 7.55, 0.00, 0.00,*****, 0.00, 0.00
183,1,31.23,2.87,35.08,1.69,0.36,12.00, 2.11,10.94,29.34, 854.3, 1.3, 1.0,3,21.94,15.80, 9.90, 5.82, 8.34, 1.58, 0.00,99.41, 0.00, 0.00
184,1,29.34,2.71,33.91,1.59,0.37,12.54, 1.47,10.03,25.53, 854.9, 3.0, 1.4,1,22.12,13.59,10.66, 6.33, 7.70, 0.27, 0.79,98.93, 0.00, 0.00
185,1,29.28,3.00,33.72,1.74,0.38,12.61, 1.49,10.50,25.37, 782.8, 2.1, 2.1,3,19.54,13.70, 8.38, 4.75, 7.64, 1.03, 0.00,99.07, 0.00, 0.00
186,1,29.37,2.57,34.11,1.48,0.39,12.14, 1.65, 9.66,31.89, 735.2, 4.0, 1.4,2,19.41,10.99,10.96, 9.69, 7.27, 0.00, 0.00,*****, 4.99, 0.00
187,1,30.65,2.63,35.43,1.69,0.35,10.12, 2.28, 9.57,29.72, 888.9, 2.2, 2.0,1,20.52,16.18,11.09, 3.90, 8.41, 0.00, 0.00,*****, 2.99, 0.26
188,1,31.14,2.56,33.49,1.76,0.39,12.97, 2.13, 9.53,28.55, 778.8, 4.0, 1.5,2,20.10,11.49,10.90, 9.82, 7.89, 0.00, 2.73,97.81, 0.00, 0.00
189,1,28.18,2.86,30.83,1.46,0.33,12.04, 1.25,11.07,28.80, 896.4, 2.8, 0.8,1,26.07,15.14,10.81, 2.52, 9.01, 0.00, 0.17,*****, 3.99, 0.07
190,1,30.17,2.52,34.00,1.54,0.31,11.45, 2.07,10.23,33.41, 741.7, 3.2, 0.7,2,19.02,10.48,11.17, 7.87, 7.17, 0.00, 0.00,*****, 2.94, 0.18
191,1,30.86,2.84,34.61,1.71,0.34,12.10, 1.55,11.03,33.88, 700.9, 1.4, 2.4,2,17.27, 8.56,10.94, 9.30, 7.18, 1.89, 0.00,98.66, 0.00, 0.00
192,1,28.86,2.95,34.81,1.55,0.38,11.29, 1.14, 9.12,31.40, 897.0, 3.6, 0.9,2,25.23,17.59, 9.94, 2.92, 8.47, 1.69, 0.88,97.43, 3.01, 0.00
193,1,29.19,2.70,34.89,1.73,0.31,12.91, 1.20,10.04,27.89, 878.1, 3.8, 2.3,3,23.16,19.27, 9.79, 4.17, 8.36, 0.00, 0.00,*****, 0.76, 0.00
194,1,28.81,2.83,34.11,1.60,0.39,10.85, 1.93, 9.75,29.39, 763.7, 3.8, 0.6,1,18.62,10.24,11.64, 8.88, 7.10, 0.35, 2.64,97.01, 3.40, 0.00
195,1,30.57,2.88,35.76,1.65,0.34,12.97, 1.09,11.64,34.26, 769.7, 2.4, 1.6,1,13.96, 9.36,10.91, 8.78, 7.66, 0.00, 0.00,*****, 3.75, 0.83
196,1,30.57,2.60,30.02,1.43,0.33,10.40, 1.00,10.62,32.41, 705.6, 3.9, 1.2,1,17.68, 7.50,10.80, 9.29, 7.20, 0.00, 0.00,*****, 0.00, 0.00
197,1,30.25,2.73,35.53,1.60,0.38,12.62, 1.09,10.57,33.72, 800.0, 1.0, 1.9,3,19.25,15.68, 9.24, 5.34, 7.20, 0.00, 0.41,*****, 0.89, 1.01
198,1,29.85,2.92,32.86,1.80,0.36,11.20, 1.80,11.90,29.07, 768.4, 4.1, 1.9,3,20.58,14.26,10.44, 7.76, 7.51, 0.00, 0.00,*****, 0.00, 0.00
199,1,29.31,2.75,30.70,1.79,0.40,12.52, 1.52,10.19,27.05, 782.0, 4.5, 1.1,2,22.89,12.74,10.52, 7.62, 7.62, 0.00, 0.80,*****, 0.70, 1.07
200,1,30.33,2.50,31.92,1.54,0.31,11.70, 1.17,10.17,26.64, 830.8, 3.2, 1.8,1,18.45,13.20,10.86, 7.95, 7.85, 0.00, 0.00,*****, 1.54, 0.00
201,1,29.50,2.68,33.19,1.54,0.30,11.80, 1.04, 9.62,33.22, 706.0, 4.6, 1.4,2,18.49, 8.23,10.00,10.07, 6.50, 0.00, 0.00,*****, 0.00, 0.00
202,1,29.39,2.73,33.93,1.60,0.30,11.03, 2.39,11.91,34.00, 886.4, 4.5, 0.7,3,25.07,18.35, 9.70, 5.55, 7.98, 0.00, 0.01,*****, 0.00, 1.90
203,1,28.05,2.79,31.38,1.56,0.37,11.33, 1.35, 9.29,33.37, 873.6, 1.4, 1.1,1,24.33,15.10,10.68, 5.63, 8.86, 0.00, 0.00,*****, 0.00, 0.50
204,1,28.56,2.85,30.45,1.71,0.33,10.96, 1.68,11.39,33.44, 880.4, 4.2, 2.2,2,24.62,16.73, 9.71, 1.73, 8.60, 0.00, 0.55,*****, 0.00, 0.22
205,1,28.94,2.56,31.84,1.69,0.35,11.26, 1.35,10.95,28.10, 722.4, 1.2, 2.2,2,19.33,12.08,10.62, 6.38, 7.51, 1.73, 1.01,97.26, 1.37, 0.00
206,1,30.72,2.78,33.10,1.52,0.37,11.67, 1.07, 9.76,33.35, 748.2, 2.8, 2.2,3,20.06,12.48, 9.57, 7.65, 7.16, 1.64, 1.66,96.69, 4.51, 0.88
207,1,29.26,2.77,30.66,1.41,0.40,10.57, 1.11, 9.67,26.37, 899.1, 1.3, 1.3,2,22.27,18.29,10.54, 2.99, 8.56, 0.00, 0.00,*****, 3.36, 0.25
208,1,30.96,2.90,34.37,1.59,0.35,12.43, 1.88, 9.93,26.72, 894.4, 3.7, 0.8,2,21.94,19.16,11.31, 4.35, 8.44, 0.00, 0.89,*****, 0.00, 0.00
209,1,31.50,2.51,35.56,1.61,0.36,12.69, 2.38, 9.16,28.71, 706.6, 1.4, 1.7,1,16.17, 6.43,12.19,11.14, 6.54, 0.88, 0.00,*****, 0.00, 0.00
210,1,29.07,2.89,31.83,1.44,0.39,10.79, 1.29,10.03,28.46, 725.7, 3.0, 0.7,1,19.65, 9.78,11.47, 9.81, 6.90, 0.78, 2.53,96.70, 5.86, 0.37
211,1,30.64,2.88,33.19,1.44,0.36,11.80, 2.13, 9.88,31.21, 897.9, 1.9, 1.9,1,25.34,15.33,11.22, 4.86, 8.37, 0.00, 0.49,*****, 1.25, 1.15
212,1,31.87,2.84,31.35,1.53,0.39,11.84, 2.45,11.80,32.99, 875.5, 2.4, 1.3,2,26.29,16.52,11.00, 3.33, 8.95, 0.00, 0.55,99.97, 0.00, 1.60
213,1,29.47,2.63,31.52,1.59,0.34,10.43, 1.96, 9.72,25.85, 828.0, 1.3, 0.9,3,21.79,12.97, 9.74, 5.48, 7.60, 0.00, 0.00,*****, 0.21, 0.86
214,1,31.59,2.61,30.74,1.67,0.34,10.74, 1.82,10.18,33.94, 724.0, 4.9, 0.9,2,21.07,10.70,10.95, 8.14, 7.07, 0.00, 0.00,*****, 1.19, 0.84
215,1,29.93,2.76,35.11,1.41,0.30,11.37, 1.39,10.17,34.14, 895.3, 1.0, 1.4,3,21.69,19.12, 8.79, 2.05, 7.95, 1.90, 3.95,94.14, 0.40, 1.16
216,1,28.58,2.90,30.09,1.42,0.35,10.56, 2.07, 9.58,28.29, 721.4, 2.7, 1.7,3,20.88,12.98, 9.41, 8.57, 7.08, 1.97, 0.06,97.97, 1.40, 0.89
217,1,28.72,2.80,34.36,1.60,0.35,11.15, 1.68,11.85,28.22, 871.2, 2.6, 1.7,1,21.68,14.90,10.69, 6.02, 8.17, 0.25, 0.00,*****, 0.00, 0.00
218,1,28.16,2.93,34.61,1.56,0.35,10.49, 1.30,11.26,28.36, 798.9, 2.2, 0.6,3,19.59,15.59, 9.36, 7.12, 7.71, 0.00, 1.19,*****, 3.09, 0.00
219,1,30.14,2.61,30.55,1.43,0.39,10.25, 1.85,11.77,29.97, 807.7, 1.0, 2.0,1,20.62, 9.33,11.06, 8.07, 8.40, 1.03, 0.00,*****, 2.58, 0.00
220,1,31.10,2.84,33.84,1.79,0.33,11.17, 1.06,10.08,25.65, 844.4, 2.4, 2.4,1,20.28,12.49,10.74, 3.81, 7.94, 0.70, 1.49,97.81, 3.58, 0.00
221,1,31.48,2.78,35.93,1.74,0.38,11.73, 1.85,11.73,32.59, 708.1, 1.1, 0.9,2,16.56,10.18,10.07, 8.51, 6.98, 2.83, 2.32,94.85, 0.00, 0.50
222,1,29.79,2.88,35.51,1.47,0.33,12.50, 2.24, 9.58,31.37, 788.2, 2.7, 1.6,3,21.51,12.64, 9.89, 4.57, 7.36, 0.02, 0.00,*****, 0.17, 2.05
223,1,28.57,2.77,34.89,1.57,0.32,12.60, 1.62,10.24,34.48, 713.6, 4.0, 0.7,1,16.87, 7.61,10.72, 9.73, 7.32, 5.92, 0.00,95.64, 0.00, 0.69
224,1,28.27,2.81,31.10,1.46,0.37,10.92, 1.29,11.21,27.42, 737.9, 3.0, 1.5,2,15.84,12.06,10.32, 7.19, 7.27, 0.84, 0.00,*****, 0.00, 1.61
225,1,31.31,2.58,35.35,1.74,0.31,12.55, 2.32,11.95,27.71, 772.2, 2.2, 1.5,3,19.36,13.09,10.26, 5.21, 7.52, 2.11, 0.22,97.67, 0.00, 0.00
226,1,29.00,2.89,32.11,1.43,0.34,12.69, 1.39,10.08,31.20, 741.1, 2.2, 0.5,2,20.56, 9.75,10.55, 7.86, 7.63, 0.00, 0.00,*****, 2.54, 0.27
227,1,30.22,2.95,31.77,1.59,0.36,10.30, 1.57,10.08,32.25, 734.5, 1.9, 2.1,1,19.98, 9.02,11.63, 9.74, 7.39, 0.00, 0.00,*****, 3.20, 0.48
228,1,28.67,2.64,32.31,1.79,0.38,11.71, 2.30, 9.32,26.47, 761.8, 3.9, 1.8,1,18.49,11.19,11.12, 9.02, 8.07, 0.00, 0.00,*****, 0.00, 0.00
229,1,29.79,2.92,32.16,1.77,0.35,10.94, 1.26, 9.92,34.93, 853.4, 3.4, 0.6,2,22.11,16.69, 9.76, 7.32, 8.27, 1.34, 0.00,98.79, 0.00, 0.05
230,1,28.01,2.80,34.29,1.50,0.37,12.43, 2.17,11.60,27.29, 814.7, 1.7, 2.4,1,20.78,12.02,10.37, 6.26, 7.53, 2.26, 0.00,97.74, 0.51, 0.54
231,1,29.16,2.85,31.02,1.66,0.31,10.74, 1.33,10.45,26.25, 776.2, 3.2, 2.3,2,19.88,13.25,10.59, 6.02, 6.96, 0.00, 0.00,*****, 0.00, 0.35
232,1,29.56,2.96,31.50,1.62,0.35,11.80, 1.15, 9.93,29.82, 810.5, 3.9, 1.7,2,22.11,15.50,10.21, 5.97, 7.90, 0.00, 2.06,99.10, 0.00, 0.57
233,1,28.21,2.56,31.11,1.75,0.36,11.81, 1.52,10.52,26.02, 823.7, 3.7, 1.7,3,22.29,16.76,10.17, 3.07, 7.87, 0.00, 0.00,*****, 0.12, 0.58
234,1,31.06,2.97,34.28,1.74,0.30,10.23, 1.75, 9.64,27.81, 818.0, 2.4, 0.9,1,17.69,11.00,11.46, 6.84, 7.86, 0.00, 0.95,*****, 4.09, 0.34
235,1,28.74,2.75,30.38,1.41,0.39,10.97, 2.48,11.82,28.85, 843.7, 1.6, 0.9,1,22.96,13.93,12.14, 9.32, 8.33, 0.00, 0.39,*****, 0.76, 0.00
236,1,31.43,2.58,31.56,1.55,0.36,12.19, 2.00, 9.68,33.63, 805.2, 4.3, 2.5,1,20.28,12.72,11.80, 8.07, 8.30, 0.95, 0.00,*****, 4.41, 0.00
237,1,30.20,2.56,35.40,1.70,0.30,12.22, 1.27,10.03,28.98, 809.8, 2.7, 2.5,2,20.98,12.91,10.33, 6.72, 8.59, 0.00, 0.00,*****, 0.00, 0.18
238,1,30.51,2.59,32.48,1.62,0.30,12.72, 1.97, 9.61,30.23, 857.5, 4.7, 1.8,2,21.84,14.99,10.12, 5.13, 8.32, 0.00, 1.51,98.82, 0.90, 0.00
239,1,31.73,2.65,33.58,1.55,0.32,12.01, 1.85, 9.38,34.47, 758.7, 3.1, 0.6,2,18.88,11.60,10.30, 7.64, 8.07, 0.00, 2.91,98.28, 1.49, 0.00
240,1,30.51,2.83,32.48,1.59,0.34,11.21, 1.26,10.97,28.34, 712.0, 2.8, 2.3,1,18.68, 7.09,12.12,11.38, 7.42, 0.00, 0.21,*****, 0.00, 0.00
241,1,29.13,2.57,32.52,1.76,0.32,12.63, 1.07,10.20,26.13, 842.9, 1.3, 1.5,3,20.85,15.31, 9.16, 4.50, 7.94, 0.00, 0.00,*****, 0.50, 0.00
242,1,29.38,2.70,31.32,1.59,0.36,11.13, 2.07, 9.34,29.76, 864.6, 1.6, 0.7,2,23.07,15.82, 9.70, 5.27, 8.88, 0.24, 0.00,*****, 0.00, 0.00
243,1,28.52,2.63,31.57,1.53,0.34,10.22, 1.91,10.79,33.40, 720.8, 3.7, 2.3,2,16.74,11.51,10.47, 7.95, 7.69, 0.00, 0.91,*****, 1.32, 0.34
244,1,30.55,2.71,31.89,1.42,0.37,10.10, 2.04,11.37,25.80, 703.5, 2.8, 1.2,1,17.54, 5.79,11.14,10.50, 6.77, 2.41, 0.00,98.42, 3.94, 1.12
245,1,30.87,2.99,30.24,1.78,0.38,10.74, 1.36,11.30,32.39, 762.3, 1.2, 0.9,3,17.62,14.65, 9.48, 6.10, 7.89, 0.00, 0.00,*****, 1.32, 0.78
246,1,29.05,2.70,34.15,1.69,0.32,12.24, 1.12, 9.61,29.81, 732.1, 1.6, 1.1,1,17.24, 9.03,10.94, 9.11, 7.69, 0.00, 1.50,*****, 6.75, 0.59
247,1,30.65,2.53,30.01,1.55,0.36,10.46, 2.18,10.88,34.00, 875.2, 1.5, 1.6,1,26.37,15.35,10.01, 2.03, 8.80, 0.00, 0.00,*****, 1.93, 0.00
248,1,29.27,2.77,34.09,1.53,0.30,12.16, 2.35,11.70,33.51, 757.4, 4.0, 1.0,3,21.47,13.45,10.22, 8.68, 7.72, 0.66, 0.61,98.73, 0.00, 0.81
249,1,29.43,2.73,34.43,1.62,0.31,11.68, 1.42,11.28,27.12, 866.7, 4.3, 2.3,1,22.02,14.66,11.51, 6.16, 8.15, 1.63, 1.89,96.49, 0.00, 0.00
250,1,30.09,2.90,34.30,1.65,0.33,10.54, 1.41,11.41,32.88, 845.0, 2.9, 0.8,1,20.99,13.87,11.34, 5.27, 7.95, 0.00, 0.27,*****, 0.00, 0.00
251,1,31.92,2.97,34.86,1.59,0.34,12.52, 2.45,10.46,33.89, 820.7, 4.1, 0.8,3,21.10,14.38, 9.80, 6.79, 7.84, 2.63, 0.00,97.67, 1.26, 1.73
252,1,30.65,2.55,31.49,1.48,0.31,10.73, 1.31,10.79,29.51, 802.6, 3.2, 1.5,3,21.59,13.60, 9.83, 4.26, 7.54, 0.00, 0.00,*****, 3.09, 0.93
253,1,28.78,2.62,35.46,1.75,0.35,12.47, 2.35,10.48,25.76, 740.3, 2.5, 0.7,1,17.46, 8.82,10.40, 9.92, 6.82, 0.00, 1.01,99.68, 0.87, 0.00
254,1,30.82,2.87,33.64,1.55,0.35,12.85, 1.32, 9.57,34.58, 779.9, 2.1, 0.8,1,18.31,11.33,10.12, 6.66, 7.12, 0.00, 0.00,*****, 0.00, 0.88
255,1,31.83,2.65,31.04,1.61,0.36,12.14, 1.42,10.74,26.70, 764.7, 2.8, 0.8,3,19.92,14.38, 9.95, 6.72, 7.68, 0.00, 0.00,*****, 2.70, 0.72
256,1,31.21,2.92,35.66,1.51,0.32,12.27, 1.15,10.41,29.48, 746.9, 4.0, 0.6,3,23.30,13.20,10.35, 8.52, 7.70, 3.07, 0.31,96.61, 0.00, 0.00
257,1,31.34,2.80,31.51,1.73,0.40,12.94, 1.95, 9.47,34.30, 826.3, 2.3, 2.1,1,22.63,12.25,11.94, 5.13, 7.89, 0.79, 0.02,99.19, 0.00, 0.97
258,1,31.48,2.70,32.85,1.76,0.37,11.42, 1.32, 9.32,25.22, 802.2, 3.7, 1.3,2,23.26,11.75,10.66, 5.00, 7.64, 2.18, 0.96,96.86, 4.90, 0.46
259,1,30.60,2.58,35.36,1.74,0.30,11.18, 2.18, 9.91,31.28, 771.9, 4.0, 1.4,2,19.31,12.85, 9.89, 8.46, 7.99, 0.73, 0.41,98.87, 0.00, 0.00
260,1,31.49,2.74,35.50,1.40,0.34,11.10, 2.43, 9.57,25.97, 795.6, 3.4, 1.0,1,18.85,12.31,11.58, 8.52, 7.86, 1.72, 0.00,*****, 0.00, 0.00
261,1,29.79,2.53,31.56,1.68,0.31,12.94, 1.10, 9.20,32.56, 782.5, 2.9, 2.0,2,20.62,13.24,11.47, 9.01, 7.63, 1.41, 0.00,*****, 0.74, 0.21
262,1,28.82,2.70,34.75,1.74,0.32,12.34, 2.43,11.82,29.73, 793.7, 3.8, 1.8,3,18.90,13.64, 9.74, 6.97, 7.31, 0.00, 0.00,*****, 1.23, 0.00
